package,vuln_count,cvss_max,has_vuln,has_high_vuln,advisory_ids
nvidia-cuda-nvrtc-cu12,0,,0,0,
lightning-utilities,0,,0,0,
sshtunnel,0,,0,0,
pydata-google-auth,0,,0,0,
nvidia-nvjitlink-cu12,0,,0,0,
w3lib,0,,0,0,
grpc-interceptor,0,,0,0,
duckdb,4,9.8,1,1,GHSA-w2gf-jxc9-pf2q;PYSEC-2024-203;PYSEC-2024-25;PYSEC-2025-112
multipledispatch,0,,0,0,
cleo,2,7.5,1,1,GHSA-2p9h-ccw7-33gf;PYSEC-2022-43178
tensorboard,0,,0,0,
pydash,2,7.4,1,1,GHSA-8mjr-6c96-39w8;PYSEC-2023-179
flask-limiter,0,,0,0,
pydantic-ai-slim,3,8.6,1,1,GHSA-2jrp-274c-jhv3;GHSA-cqp8-fcvh-x7r3;GHSA-wjp5-868j-wqv7
packageurl-python,0,,0,0,
accelerate,0,,0,0,
tifffile,0,,0,0,
py-serializable,0,,0,0,
grpcio-tools,0,,0,0,
pyproj,0,,0,0,
msoffcrypto-tool,0,,0,0,
xyzservices,0,,0,0,
elastic-transport,0,,0,0,
pywin32,2,6.5,1,0,GHSA-hwfp-hg2m-9vr2;PYSEC-2021-112
cookiecutter,2,8.1,1,1,GHSA-f4q6-9qm4-h8j4;PYSEC-2022-204
python-socketio,1,6.4,1,0,GHSA-g8c6-8fjj-2r4m
py,2,7.5,1,1,GHSA-hj5v-574p-mj7c;PYSEC-2020-92
immutabledict,0,,0,0,
jwcrypto,8,6.8,1,0,GHSA-cw2r-4p82-qv79;GHSA-fjrm-76x2-c4q4;GHSA-gwp4-mcv4-w95j;GHSA-j857-7rvv-vj97;GHSA-wg33-x934-3ghh;PYSEC-2016-4;PYSEC-2024-104;PYSEC-2026-70
flask-wtf,0,,0,0,
livekit-agents,0,,0,0,
notebook,31,10.0,1,1,GHSA-3p4q-x8f3-p7vq;GHSA-44cc-43rp-5947;GHSA-4952-p58q-6crx;GHSA-49qr-xh3w-h436;GHSA-4m77-cmpx-vjc4;GHSA-4vwq-x64q-j4cj;GHSA-6cwv-x26c-w2q4;GHSA-92mr-v722-f48m;GHSA-9q39-rmj3-p4r2;GHSA-c7vm-f5p4-8fqh;GHSA-hhx8-cr55-qcxx;GHSA-hwvq-6gjx-j797;GHSA-jqwc-jm56-wcwj;GHSA-m87f-39q9-6f55;GHSA-mqcg-5x36-vfcg;GHSA-rch3-82jr-f9w9;GHSA-rcx2-m7jp-p9wj;GHSA-rv62-4pmj-xw6h;GHSA-v7vq-3x77-87vg;PYSEC-2015-26;PYSEC-2015-27;PYSEC-2018-17;PYSEC-2018-18;PYSEC-2018-57;PYSEC-2019-157;PYSEC-2019-158;PYSEC-2019-159;PYSEC-2020-215;PYSEC-2021-118;PYSEC-2022-180;PYSEC-2022-212
preshed,0,,0,0,
alibabacloud-credentials-api,0,,0,0,
logfire-api,0,,0,0,
tibs,0,,0,0,
boltons,0,,0,0,
blis,0,,0,0,
events,0,,0,0,
pathvalidate,0,,0,0,
openlineage-python,0,,0,0,
requests-cache,0,,0,0,
types-webencodings,0,,0,0,
altair,0,,0,0,
partd,0,,0,0,
types-python-dateutil,0,,0,0,
azure-storage-file-share,0,,0,0,
optuna,0,,0,0,
pdfminer-six,2,8.6,1,1,GHSA-f83h-ghpp-7wcc;GHSA-wf5f-4jwr-ppcp
bleak,0,,0,0,
nvidia-nccl-cu12,0,,0,0,
openapi-spec-validator,0,,0,0,
opentelemetry-resourcedetector-gcp,0,,0,0,
google-cloud-appengine-logging,0,,0,0,
unidiff,0,,0,0,
cohere,0,,0,0,
types-s3transfer,0,,0,0,
flask-babel,0,,0,0,
alibabacloud-gateway-spi,0,,0,0,
pooch,0,,0,0,
numexpr,2,9.8,1,1,GHSA-f73w-4m7g-ch9x;PYSEC-2023-163
dynaconf,1,7.5,1,1,GHSA-pxrr-hq57-q35p
nh3,0,,0,0,
webob,3,6.1,1,0,GHSA-fh3h-vg37-cc95;GHSA-mg3v-6m49-jhp3;PYSEC-2024-188
genson,0,,0,0,
pyodbc,0,,0,0,
sqlalchemy-bigquery,0,,0,0,
google-cloud-audit-log,0,,0,0,
simpleeval,2,9.8,1,1,GHSA-44vg-5wv2-h2hg;PYSEC-2026-132
flask-jwt-extended,0,,0,0,
opentelemetry-instrumentation-psycopg2,0,,0,0,
snowflake-sqlalchemy,0,,0,0,
opentelemetry-instrumentation-dbapi,0,,0,0,
freezegun,0,,0,0,
monotonic,0,,0,0,
opentelemetry-instrumentation-django,0,,0,0,
azure-monitor-opentelemetry-exporter,0,,0,0,
opentelemetry-instrumentation-wsgi,0,,0,0,
pypika,0,,0,0,
bitstring,0,,0,0,
opentelemetry-instrumentation-urllib,0,,0,0,
twisted,28,9.8,1,1,GHSA-32gv-6cf3-wcmq;GHSA-3c45-wgjp-7v9r;GHSA-3gqj-cmxr-p4x2;GHSA-65rm-h285-5cc5;GHSA-6cc5-2vg4-cc7m;GHSA-8r99-h8j2-rw64;GHSA-92x2-jw7w-xvvx;GHSA-c2jg-hw38-jrqq;GHSA-c8m8-j448-xjx7;GHSA-cf56-g6w6-pqq2;GHSA-grgv-6hw6-v9g4;GHSA-h96w-mmrf-2h6v;GHSA-p5xh-vx83-mxcj;GHSA-rv6r-3f5q-9rgx;GHSA-vg46-2rrj-3647;GHSA-xc8x-vp79-p3wm;PYSEC-2019-128;PYSEC-2019-129;PYSEC-2019-212;PYSEC-2020-214;PYSEC-2020-259;PYSEC-2020-260;PYSEC-2022-160;PYSEC-2022-195;PYSEC-2022-27;PYSEC-2023-224;PYSEC-2024-75;PYSEC-2026-160
opentelemetry-instrumentation-flask,0,,0,0,
acme,0,,0,0,
databricks-sql-connector,0,,0,0,
shortuuid,0,,0,0,
marshmallow-sqlalchemy,0,,0,0,
hypothesis,0,,0,0,
chevron,0,,0,0,
sentencepiece,1,6.5,1,0,GHSA-38vq-g6vr-w8wf
torchmetrics,0,,0,0,
optree,0,,0,0,
prison,0,,0,0,
nvidia-cuda-nvrtc,0,,0,0,
pytest-metadata,0,,0,0,
html5lib,4,6.1,1,0,GHSA-8f6m-gfq9-g33v;GHSA-v9v9-xffq-rwr4;PYSEC-2017-14;PYSEC-2017-15
sseclient-py,0,,0,0,
dunamai,0,,0,0,
mbstrdecoder,0,,0,0,
xmod,0,,0,0,
geventhttpclient,0,,0,0,
gcsfs,0,,0,0,
pandas-gbq,0,,0,0,
subprocess-tee,0,,0,0,
types-html5lib,0,,0,0,
setuptools-scm,0,,0,0,
types-setuptools,0,,0,0,
dpath,0,,0,0,
google-pasta,0,,0,0,
nvidia-cutlass-dsl-libs-base,0,,0,0,
unidecode,0,,0,0,
holidays,0,,0,0,
nvidia-cublas-cu12,0,,0,0,
cramjam,0,,0,0,
opensearch-py,0,,0,0,
librt,0,,0,0,
dash,2,6.5,1,0,GHSA-547x-748v-vp6p;PYSEC-2024-35
scikit-image,0,,0,0,
google-cloud-pubsub,0,,0,0,
pymssql,0,,0,0,
pybind11,0,,0,0,
openlineage-sql,0,,0,0,
namex,0,,0,0,
sagemaker-core,0,,0,0,
josepy,0,,0,0,
json-repair,0,,0,0,
qdrant-client,1,9.8,1,1,GHSA-7m75-x27w-r52r
rignore,0,,0,0,
azure-cosmos,0,,0,0,
pyclipper,0,,0,0,
dask,1,,1,0,PYSEC-2021-387
llama-cloud-services,0,,0,0,
fastar,0,,0,0,
cyclonedx-python-lib,0,,0,0,
pybreaker,0,,0,0,
sly,0,,0,0,
alibabacloud-tea-openapi,0,,0,0,
apache-airflow-providers-http,1,8.8,1,1,GHSA-9r5j-7r2x-rv4g
lupa,1,10.0,1,1,GHSA-69v7-xpr6-6gjm
keras,18,9.8,1,1,GHSA-36fq-jgmw-4r9c;GHSA-36rr-ww3j-vrjv;GHSA-3m4q-jmj6-r34q;GHSA-48g7-3x6r-xfhp;GHSA-4f3f-g24h-fr8m;GHSA-c9rc-mg46-23w3;GHSA-cjgq-5qmw-rcj6;GHSA-cvhh-q5g5-qprp;GHSA-hjqc-jx6g-rwp9;GHSA-mgx6-5cf9-rr43;GHSA-mq84-hjqx-cwf2;GHSA-x4wf-678h-2pmq;PYSEC-2025-121;PYSEC-2025-122;PYSEC-2025-123;PYSEC-2025-75;PYSEC-2025-76;PYSEC-2026-73
azure-mgmt-resource,0,,0,0,
google-cloud-logging,0,,0,0,
pip-requirements-parser,0,,0,0,
qrcode,0,,0,0,
thinc,0,,0,0,
snowflake-snowpark-python,0,,0,0,
tf-keras,0,,0,0,
cached-property,0,,0,0,
rtree,0,,0,0,
pastedeploy,0,,0,0,
cloudpathlib,0,,0,0,
pyathena,0,,0,0,
agent-client-protocol,0,,0,0,
configobj,1,3.7,1,0,GHSA-c33w-24p9-8m24
pydub,0,,0,0,
databricks-labs-blueprint,0,,0,0,
poetry,8,9.8,1,1,GHSA-2599-h6xx-hpxp;GHSA-73h3-mf4w-8647;GHSA-9xgj-fcgf-x6mw;GHSA-j4j9-7hg9-97g6;GHSA-xr2c-5w89-63pv;PYSEC-2022-234;PYSEC-2022-266;PYSEC-2022-43179
genai-prices,0,,0,0,
hexbytes,0,,0,0,
ua-parser-builtins,0,,0,0,
darabonba-core,0,,0,0,
psycopg-binary,0,,0,0,
crashtest,0,,0,0,
kaitaistruct,0,,0,0,
parsimonious,0,,0,0,
azure-mgmt-storage,0,,0,0,
pygit2,0,,0,0,
pyrate-limiter,0,,0,0,
nvidia-ml-py,0,,0,0,
tritonclient,0,,0,0,
datadog,0,,0,0,
eth-keys,0,,0,0,
github3-py,0,,0,0,
awscrt,0,,0,0,
rlp,0,,0,0,
colorclass,0,,0,0,
pyannote-core,0,,0,0,
flask-appbuilder,21,9.1,1,1,GHSA-2ccw-7px8-vmpf;GHSA-32ff-4g79-vgfc;GHSA-434h-p4gx-jm89;GHSA-624f-cqvr-3qw4;GHSA-765j-9r45-w2q2;GHSA-99pm-ch96-ccp2;GHSA-9hcr-9hcv-x6pv;GHSA-fqxj-46wg-9v84;GHSA-fw5r-6m3x-rh7p;GHSA-j2pw-vp55-fqqj;GHSA-jhpr-j7cq-3jp3;GHSA-m3rf-7m4w-r66q;GHSA-p8q5-cvwx-wvwp;GHSA-wfjw-w6pv-8p7f;PYSEC-2021-359;PYSEC-2021-851;PYSEC-2021-90;PYSEC-2022-24;PYSEC-2022-247;PYSEC-2023-94;PYSEC-2025-15
jupyter-console,0,,0,0,
plaster,0,,0,0,
editorconfig,0,,0,0,
lxml-html-clean,4,7.7,1,1,GHSA-5jfw-gq64-q45f;GHSA-hw26-mmpg-fqfg;GHSA-xvp8-3mhv-424c;PYSEC-2024-160
intervaltree,0,,0,0,
google-cloud-storage-control,0,,0,0,
nvidia-cutlass-dsl,0,,0,0,
jsonlines,0,,0,0,
alibabacloud-openapi-util,0,,0,0,
python-rapidjson,0,,0,0,
opentelemetry-instrumentation-grpc,0,,0,0,
astunparse,0,,0,0,
tensorstore,0,,0,0,
deltalake,0,,0,0,
ansible-compat,0,,0,0,
requests-ntlm,0,,0,0,
easygui,0,,0,0,
elasticsearch,0,,0,0,
microsoft-kiota-http,1,8.0,1,1,GHSA-7j59-v9qr-6fq9
microsoft-kiota-authentication-azure,0,,0,0,
ast-serialize,0,,0,0,
azure-mgmt-containerregistry,0,,0,0,
runs,0,,0,0,
robotframework,0,,0,0,
libclang,0,,0,0,
ecdsa,6,9.1,1,1,GHSA-8qxj-f9rh-9fg2;GHSA-9f5j-8jwj-x28g;GHSA-pwfw-mgfj-7g3g;GHSA-wj6h-64fc-37mp;PYSEC-2019-177;PYSEC-2020-163
httpx-ws,0,,0,0,
pyqt6-sip,0,,0,0,
azure-core-tracing-opentelemetry,0,,0,0,
usb-devices,0,,0,0,
redshift-connector,3,9.8,1,1,GHSA-29h4-r29x-hchv;GHSA-8gc2-vq6m-rwjw;GHSA-r244-wg5g-6w2r
blessed,0,,0,0,
typepy,0,,0,0,
opentelemetry-resource-detector-azure,0,,0,0,
aws-sam-translator,0,,0,0,
databricks-connect,0,,0,0,
vcrpy,0,,0,0,
aiooui,0,,0,0,
reportlab,6,9.8,1,1,GHSA-9q9m-c65c-37pq;GHSA-mpvw-25mg-59vx;GHSA-pj98-2xf6-cff5;GHSA-qpg2-vx7j-3869;PYSEC-2019-117;PYSEC-2021-146
google-cloud-spanner,0,,0,0,
uart-devices,0,,0,0,
mistralai,2,9.6,1,1,GHSA-wx9m-wx4f-4cmg;MAL-2026-3608
sagemaker-mlflow,0,,0,0,
z3-solver,0,,0,0,
cuda-bindings,0,,0,0,
pytorch-lightning,8,9.8,1,1,GHSA-2vj5-px25-gjrp;GHSA-4cv3-v7pv-rfhf;GHSA-75m9-98v2-hjpm;GHSA-98fp-7v67-4v3q;GHSA-r5qj-cvf9-p85h;GHSA-w37p-236h-pfx3;PYSEC-2021-874;PYSEC-2022-181
google-cloud-bigquery-storage,0,,0,0,
gradio-client,0,,0,0,
netaddr,0,,0,0,
langcodes,0,,0,0,
tld,0,,0,0,
opensearch-protobufs,0,,0,0,
uhi,0,,0,0,
boto3-stubs,0,,0,0,
zeep,0,,0,0,
databricks-vectorsearch,0,,0,0,
pytest-rerunfailures,0,,0,0,
pyrsistent,0,,0,0,
gspread,0,,0,0,
python-bidi,0,,0,0,
unitycatalog-client,0,,0,0,
applicationinsights,0,,0,0,
monty,0,,0,0,
curlify,0,,0,0,
pycrdt,0,,0,0,
azure-storage-queue,1,4.7,1,0,GHSA-64x4-9hc6-r2h6
peewee,0,,0,0,
nvidia-cublas,0,,0,0,
arpeggio,0,,0,0,
waitress,19,9.5,1,1,GHSA-3f84-rpwh-47g6;GHSA-4f7p-27jc-3c36;GHSA-4ppp-gpcr-7qf6;GHSA-73m2-3pwg-5fgc;GHSA-9298-4cf8-g4wj;GHSA-968f-66r5-5v74;GHSA-f5x9-8jwc-25rw;GHSA-g2xc-35jw-c63p;GHSA-m5ff-3wj3-8ph4;GHSA-pg36-wpm5-g57p;PYSEC-2019-136;PYSEC-2019-137;PYSEC-2019-138;PYSEC-2020-155;PYSEC-2020-178;PYSEC-2022-169;PYSEC-2022-205;PYSEC-2024-210;PYSEC-2024-211
openlineage-integration-common,0,,0,0,
python-decouple,0,,0,0,
dockerfile-parse,0,,0,0,
zeroconf,4,6.5,1,0,GHSA-9663-mqmp-p9mm;GHSA-9pgc-3ccv-5297;GHSA-phvx-9mgw-67r5;GHSA-rfg2-pjw2-56x2
passlib,0,,0,0,
awswrangler,0,,0,0,
phonenumbers,0,,0,0,
venusian,0,,0,0,
cligj,0,,0,0,
zope-deprecation,0,,0,0,
semantic-kernel,3,9.9,1,1,GHSA-2ww3-72rp-wpp4;GHSA-xjw9-4gw8-4rqx;PYSEC-2026-163
docling-ibm-models,0,,0,0,
jinja2-ansible-filters,0,,0,0,
mypy-boto3-apprunner,0,,0,0,
chess,0,,0,0,
ultralytics-thop,0,,0,0,
amqpstorm,0,,0,0,
affine,0,,0,0,
cmaes,0,,0,0,
shelved-cache,0,,0,0,
mypy-boto3-logs,0,,0,0,
mypy-boto3-entityresolution,0,,0,0,
soda-core,0,,0,0,
mypy-boto3-sagemaker-geospatial,0,,0,0,
pyreadstat,0,,0,0,
langgraph-checkpoint-postgres,0,,0,0,
seekpath,0,,0,0,
fabric,1,5.0,1,0,GHSA-xwg2-qc6c-7c3q
polib,0,,0,0,
mypy-boto3-notifications,0,,0,0,
google-cloud-workflows,0,,0,0,
mypy-boto3-bedrock-agentcore,0,,0,0,
plaid-python,0,,0,0,
silero-vad,0,,0,0,
mypy-boto3-payment-cryptography-data,0,,0,0,
types-tzlocal,0,,0,0,
unix-ar,0,,0,0,
sqlalchemy-cockroachdb,0,,0,0,
pin,0,,0,0,
customerio,0,,0,0,
openhands-aci,0,,0,0,
orbax-export,0,,0,0,
func-args,0,,0,0,
bluetooth-data-tools,0,,0,0,
outlines-core,0,,0,0,
mypy-boto3-migrationhuborchestrator,0,,0,0,
jsonpath-rfc9535,0,,0,0,
dify-plugin,0,,0,0,
databricks-mcp,0,,0,0,
mypy-boto3-braket,0,,0,0,
mitmproxy-rs,0,,0,0,
scipy-stubs,0,,0,0,
icalendar,0,,0,0,
tuspy,0,,0,0,
flexcache,0,,0,0,
cog,0,,0,0,
skl2onnx,0,,0,0,
alpaca-trade-api,0,,0,0,
dtlpy,0,,0,0,
molecule,0,,0,0,
embreex,0,,0,0,
azure-mgmt-compute,0,,0,0,
pathos,0,,0,0,
mypy-boto3-chime-sdk-media-pipelines,0,,0,0,
langchain-mongodb,0,,0,0,
application-file-scanner,0,,0,0,
alibabacloud-darabonba-encode-util,0,,0,0,
readability-lxml,0,,0,0,
python-http-client,0,,0,0,
pyobjc-core,0,,0,0,
construct,0,,0,0,
hashids,0,,0,0,
apache-superset,79,9.8,1,1,GHSA-299q-3p96-5898;GHSA-2cx9-54hp-r698;GHSA-2q6j-vpvr-6pvj;GHSA-35fc-9hrj-3585;GHSA-3hp7-4qq4-v5c6;GHSA-3m2g-v7jf-7fxc;GHSA-3v9r-885j-762g;GHSA-42q4-9xf9-f67x;GHSA-48m2-v2r8-h23m;GHSA-4fg9-5w46-xmrj;GHSA-5474-f7g5-273q;GHSA-5cx2-vq3h-x52c;GHSA-5fp8-c45m-256p;GHSA-7222-r37x-8q3m;GHSA-748r-5r8q-273m;GHSA-77pw-c3j2-5fc8;GHSA-787v-v9vq-4rgv;GHSA-79x5-cv79-49rj;GHSA-7jhg-8m74-6f6g;GHSA-8f5j-mgx9-5hm5;GHSA-8w7f-8pr9-xgwj;GHSA-92qf-8gh3-gwcm;GHSA-95ch-p3gw-23qg;GHSA-95mg-jgfx-54v9;GHSA-9832-mgg4-3gr6;GHSA-9c29-9h4m-wg5p;GHSA-9f88-wg5r-947j;GHSA-9g5x-mm39-wg9r;GHSA-9qc3-p9jq-2x27;GHSA-cj7g-h7rf-h8j9;GHSA-cmjc-52fg-9f7j;GHSA-cpvx-2365-466c;GHSA-cxvp-3frm-3876;GHSA-f678-j579-4xf5;GHSA-f8vc-f28w-x9c9;GHSA-fcg4-pm6h-9xx2;GHSA-fgpw-4w69-j256;GHSA-fj4x-m62j-wvwg;GHSA-fj97-2v9x-w5m4;GHSA-fm4q-j8g4-c9j4;GHSA-fpmr-qmgh-42x2;GHSA-fxgf-3xh6-m2pp;GHSA-fxjg-28fm-pfxh;GHSA-fxjm-wvj9-9c39;GHSA-g49j-j489-3xpf;GHSA-gvxg-9hqx-f4rg;GHSA-h294-8fxm-m2pj;GHSA-h7r6-8qmm-hj5r;GHSA-hc74-9vjm-c9xv;GHSA-hcr7-cqwc-q5gq;GHSA-hhm3-48h2-597v;GHSA-jfxj-xf67-x723;GHSA-m6jm-3v38-76j4;GHSA-mhpq-m962-mg92;GHSA-mwf2-qr4v-94h2;GHSA-p5w7-qmq6-pmjr;GHSA-pfwg-rxf4-97c3;GHSA-pg8m-4p8j-2p56;GHSA-rwhh-6x83-84v6;GHSA-v594-2c97-hx38;GHSA-vv65-fjfj-4736;GHSA-w358-rj93-r5qv;GHSA-w6c7-j32f-rq8j;GHSA-wh73-hpcg-v32j;GHSA-wq8q-99p5-xfrw;GHSA-wr6g-9wcr-cmqj;PYSEC-2019-172;PYSEC-2019-173;PYSEC-2020-222;PYSEC-2020-223;PYSEC-2020-224;PYSEC-2021-127;PYSEC-2021-128;PYSEC-2021-377;PYSEC-2021-378;PYSEC-2021-434;PYSEC-2021-435;PYSEC-2022-188;PYSEC-2022-36
types-boto3-iam,0,,0,0,
databricks-api,0,,0,0,
ariadne,0,,0,0,
language-tags,0,,0,0,
pyluach,0,,0,0,
ultralytics,1,8.6,1,1,PYSEC-2024-154
django-ipware,0,,0,0,
runai-model-streamer,0,,0,0,
towncrier,0,,0,0,
red-discordbot,7,8.5,1,1,GHSA-55j9-849x-26h4;GHSA-5jq8-q6rj-9gq4;GHSA-7257-96vg-qf6x;GHSA-mp9m-g7qj-6vqr;PYSEC-2020-265;PYSEC-2020-266;PYSEC-2020-267
types-boto3-lambda,0,,0,0,
auditwheel,0,,0,0,
arabic-reshaper,0,,0,0,
datasketches,0,,0,0,
djlint,0,,0,0,
livekit-plugins-deepgram,0,,0,0,
warp-lang,0,,0,0,
livekit-plugins-noise-cancellation,0,,0,0,
inscriptis,0,,0,0,
pyocd,0,,0,0,
opentelemetry-propagator-b3,0,,0,0,
cloudevents,0,,0,0,
k8,0,,0,0,
py-deviceid,0,,0,0,
prefect-gcp,0,,0,0,
nvidia-cusparse,0,,0,0,
aioodbc,0,,0,0,
stopit,0,,0,0,
quart,1,7.5,1,1,GHSA-q34m-jh98-gwm2
sgmllib3k,0,,0,0,
poethepoet,0,,0,0,
mypy-boto3-textract,0,,0,0,
thefuzz,0,,0,0,
pyvisa,0,,0,0,
flask-dance,0,,0,0,
pymisp,0,,0,0,
pymupdf,1,6.5,1,0,GHSA-cxqh-p2w9-fmr7
sarif-om,0,,0,0,
casefy,0,,0,0,
xls2xlsx,0,,0,0,
pinecone-plugin-assistant,0,,0,0,
mypy-boto3-serverlessrepo,0,,0,0,
red-lavalink,0,,0,0,
minio,0,,0,0,
opentelemetry-instrumentation-cohere,0,,0,0,
setuptools-git-versioning,0,,0,0,
jinja2-simple-tags,0,,0,0,
mizani,0,,0,0,
types-tabulate,0,,0,0,
mpire,0,,0,0,
ruptures,0,,0,0,
torchcodec,0,,0,0,
langchain-tests,0,,0,0,
pydemumble,0,,0,0,
mypy-boto3-lookoutequipment,0,,0,0,
mypy-boto3-sqs,0,,0,0,
marshmallow-union,0,,0,0,
crcmod,0,,0,0,
boxsdk,0,,0,0,
unpaddedbase64,0,,0,0,
langchain-huggingface,0,,0,0,
platformio,0,,0,0,
flake8-print,0,,0,0,
mypy-boto3-bedrock,0,,0,0,
dbt-athena,0,,0,0,
anytree,0,,0,0,
opentelemetry-instrumentation-haystack,0,,0,0,
fast-depends,0,,0,0,
setuptools-download,0,,0,0,
torch-c-dlpack-ext,0,,0,0,
x-wr-timezone,0,,0,0,
django-timezone-field,0,,0,0,
httpx-aiohttp,0,,0,0,
openfoodfacts,0,,0,0,
mypy-boto3-service-quotas,0,,0,0,
apache-airflow-providers-sftp,2,9.1,1,1,GHSA-qf38-jq28-3ccq;PYSEC-2026-218
mypy-boto3-kendra,0,,0,0,
pyannote-database,0,,0,0,
warcio,0,,0,0,
azure-mgmt-imagebuilder,0,,0,0,
mysqlclient,0,,0,0,
mypy-boto3-devops-guru,0,,0,0,
azure-mgmt-msi,0,,0,0,
pgvector,0,,0,0,
torchviz,0,,0,0,
ipdb,0,,0,0,
rcssmin,0,,0,0,
mypy-boto3-application-insights,0,,0,0,
pyxlsb,0,,0,0,
mkdocs-material,0,,0,0,
datadog-lambda,0,,0,0,
fnvhash,0,,0,0,
azure-mgmt-servicelinker,0,,0,0,
mypy-boto3-verifiedpermissions,0,,0,0,
tensorflow-addons,0,,0,0,
opentelemetry-instrumentation-aiohttp-client,0,,0,0,
python-keystoneclient,16,9.8,1,1,GHSA-4rrr-j7ff-r844;GHSA-7f2c-vp52-gmfw;GHSA-8q2m-pwxf-jc7g;GHSA-9vg3-cf92-h2h7;GHSA-c3xq-cj8f-7829;GHSA-gwvq-rgqf-993f;GHSA-p9wq-mjh8-q72m;GHSA-pxxv-rv32-2qgv;GHSA-qh2x-hpf9-cf2g;PYSEC-2013-24;PYSEC-2014-69;PYSEC-2014-70;PYSEC-2014-71;PYSEC-2015-31;PYSEC-2019-161;PYSEC-2019-197
astor,0,,0,0,
strip-hints,0,,0,0,
mariadb,1,9.8,1,1,PYSEC-2026-217
bleak-retry-connector,0,,0,0,
python-liquid,2,7.5,1,1,GHSA-8p4x-wr7x-3788;PYSEC-2026-192
autogluon-common,0,,0,0,
cassandra-driver,0,,0,0,
abnf,0,,0,0,
langgraph-checkpoint-sqlite,3,7.3,1,1,GHSA-4h97-wpxp-3757;GHSA-7p73-8jqx-23r8;GHSA-9rwj-6rc7-p77c
optuna-integration,0,,0,0,
codecov,2,6.5,1,0,GHSA-h3qr-fjhm-jphw;PYSEC-2022-238
fast-array-utils,0,,0,0,
pyinstaller-hooks-contrib,0,,0,0,
eth-keyfile,0,,0,0,
businesstimedelta,0,,0,0,
django-simple-history,0,,0,0,
torch-audiomentations,0,,0,0,
schwifty,0,,0,0,
google-generativeai,0,,0,0,
apache-airflow-providers-celery,1,7.5,1,1,GHSA-666g-rfc5-c9jv
pipenv,2,8.0,1,1,GHSA-qc9x-gjcv-465w;PYSEC-2022-6
inline-snapshot,0,,0,0,
azure-mgmt-marketplaceordering,0,,0,0,
furl,0,,0,0,
serpyco-rs,0,,0,0,
http-message-signatures,0,,0,0,
pytest-env,0,,0,0,
pytest-freezegun,0,,0,0,
dataset,0,,0,0,
arviz,0,,0,0,
flask-bcrypt,0,,0,0,
prance,0,,0,0,
safehttpx,0,,0,0,
mypy-boto3-partnercentral-channel,0,,0,0,
glom,0,,0,0,
python-stdnum,0,,0,0,
troposphere,0,,0,0,
storage3,0,,0,0,
pytest-codspeed,0,,0,0,
awslambdaric,0,,0,0,
mypy-boto3-drs,0,,0,0,
einx,0,,0,0,
pyroscope-otel,0,,0,0,
drf-nested-routers,0,,0,0,
osqp,0,,0,0,
crowdstrike-falconpy,0,,0,0,
mypy-boto3-amplifyuibuilder,0,,0,0,
dashscope,0,,0,0,
pytrec-eval-terrier,0,,0,0,
mergepythonclient,0,,0,0,
mypy-boto3-ecr,0,,0,0,
azure-search-documents,0,,0,0,
opentelemetry-instrumentation-openai,0,,0,0,
mypy-boto3-workspaces-instances,0,,0,0,
mkdocs-gen-files,0,,0,0,
langchainplus-sdk,0,,0,0,
flask-httpauth,1,6.5,1,0,GHSA-p44q-vqpr-4xmg
mlx-lm,0,,0,0,
luqum,0,,0,0,
python-jose,7,9.8,1,1,GHSA-6c5p-j8vq-pqhj;GHSA-cjwg-qfpm-7377;GHSA-w799-prg3-cx77;PYSEC-2017-28;PYSEC-2024-232;PYSEC-2024-233;PYSEC-2025-185
cmeel-boost,0,,0,0,
altgraph,0,,0,0,
livekit-plugins-openai,0,,0,0,
bitsandbytes,0,,0,0,
xattr,0,,0,0,
mypy-boto3-bedrock-runtime,0,,0,0,
pythainlp,0,,0,0,
supabase,0,,0,0,
types-boto3-ses,0,,0,0,
esp-coredump,0,,0,0,
mypy-boto3-gameliftstreams,0,,0,0,
apache-airflow-providers-datadog,0,,0,0,
djangorestframework-role-filters,0,,0,0,
aioesphomeapi,0,,0,0,
statsforecast,0,,0,0,
ropgadget,0,,0,0,
rapidocr,0,,0,0,
mistral-vibe,0,,0,0,
llama-index-question-gen-openai,0,,0,0,
mkdocs-redirects,0,,0,0,
osc-lib,0,,0,0,
dataclass-wizard,0,,0,0,
smg-grpc-proto,0,,0,0,
urlobject,0,,0,0,
multivolumefile,0,,0,0,
mypy-boto3-clouddirectory,0,,0,0,
google-analytics-data,0,,0,0,
autogluon-features,0,,0,0,
amazon-textract-response-parser,0,,0,0,
zarr,0,,0,0,
llama-index-llms-anthropic,0,,0,0,
azure-mgmt-redhatopenshift,0,,0,0,
mkdocstrings,0,,0,0,
opentelemetry-instrumentation-writer,0,,0,0,
httpie,8,8.8,1,1,GHSA-6pc9-xqrg-wfqw;GHSA-8r96-8889-qg2x;GHSA-9w4w-cpc8-h2fq;GHSA-xjjg-vmw6-c2p9;PYSEC-2019-23;PYSEC-2022-167;PYSEC-2022-34;PYSEC-2023-242
mypy-boto3-healthlake,0,,0,0,
azure-mgmt-machinelearningcompute,0,,0,0,
temporalio,0,,0,0,
django-safedelete,0,,0,0,
pycnite,0,,0,0,
minikanren,0,,0,0,
typed-settings,0,,0,0,
quack-kernels,0,,0,0,
impit,0,,0,0,
mypy-boto3-cost-optimization-hub,0,,0,0,
