package,in_degree_centrality,out_degree_centrality,structural_metric,structural,pagerank,in_degree_centrality_norm,structural_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
alibabacloud-tea-util,0.00158156,0.00022594,katz,0.00248426,0.00016548,0.00320954,0.00206157,0.00044799,0.00170313,0.32337200,0.16253757,675
jsonpath-python,0.00112969,0.00000000,katz,0.00209405,0.00013993,0.00229253,0.00134049,0.00016994,0.00111028,0.32376300,0.16243664,676
poetry-core,0.00067781,0.00000000,katz,0.00180663,0.00013090,0.00137552,0.00080935,0.00007171,0.00065584,0.32403200,0.16234392,677
apsw,0.00180750,0.00000000,katz,0.00256501,0.00026756,0.00366804,0.00221080,0.00155866,0.00231426,0.32213300,0.16222363,678
truststore,0.00112969,0.00000000,katz,0.00206668,0.00014115,0.00229253,0.00128991,0.00018330,0.00109792,0.32274000,0.16191896,679
pymysql,0.00067781,0.00000000,katz,0.00180663,0.00023270,0.00137552,0.00080935,0.00117937,0.00109890,0.32256900,0.16183395,680
google-cloud-secret-manager,0.00067781,0.00429282,katz,0.00177926,0.00012688,0.00137552,0.00075877,0.00002798,0.00062064,0.32272100,0.16167082,681
findpython,0.00090375,0.00045188,katz,0.00194350,0.00013368,0.00183402,0.00106228,0.00010196,0.00087109,0.32214600,0.16150854,682
python-engineio,0.00112969,0.00067781,katz,0.00210774,0.00016555,0.00229253,0.00136578,0.00044880,0.00123068,0.32166200,0.16144634,683
asgi-lifespan,0.00135563,0.00022594,katz,0.00220355,0.00012958,0.00275103,0.00154283,0.00005733,0.00125068,0.32133800,0.16129434,684
uritools,0.00135563,0.00000000,katz,0.00224598,0.00018040,0.00275103,0.00162124,0.00061035,0.00149933,0.32105200,0.16127567,685
pre-commit,0.00067781,0.00225938,katz,0.00177926,0.00013545,0.00137552,0.00075877,0.00012120,0.00065793,0.32184900,0.16125346,686
jupyterlab,0.00090375,0.01943064,katz,0.00200386,0.00012863,0.00183402,0.00117382,0.00004700,0.00088814,0.32136300,0.16112557,687
gql,0.00112969,0.00203344,katz,0.00208037,0.00013240,0.00229253,0.00131520,0.00008801,0.00106866,0.32095200,0.16101033,688
botocore-stubs,0.00090375,0.00022594,katz,0.00192981,0.00018947,0.00183402,0.00103698,0.00070899,0.00110504,0.32080700,0.16095602,689
pyspark,0.00090375,0.00022594,katz,0.00192981,0.00015661,0.00183402,0.00103698,0.00035152,0.00096206,0.32084100,0.16090153,690
django-stubs-ext,0.00135563,0.00090375,katz,0.00229128,0.00020477,0.00275103,0.00170495,0.00087546,0.00163467,0.32012400,0.16087934,691
murmurhash,0.00090375,0.00000000,katz,0.00202042,0.00019732,0.00183402,0.00120442,0.00079446,0.00119784,0.32022000,0.16070892,692
socksio,0.00112969,0.00000000,katz,0.00206668,0.00013659,0.00229253,0.00128991,0.00013360,0.00107804,0.32028500,0.16068152,693
srsly,0.00090375,0.00090375,katz,0.00199004,0.00014201,0.00183402,0.00114827,0.00019262,0.00093745,0.32036300,0.16065022,694
url-normalize,0.00112969,0.00022594,katz,0.00212280,0.00014466,0.00229253,0.00139361,0.00022146,0.00114948,0.32013500,0.16064224,695
tensorboard-data-server,0.00112969,0.00000000,katz,0.00212280,0.00014283,0.00229253,0.00139361,0.00020157,0.00114152,0.31975700,0.16044926,696
amplitude-analytics,0.00135563,0.00000000,katz,0.00220355,0.00012958,0.00275103,0.00154283,0.00005733,0.00125068,0.31957900,0.16041484,697
cymem,0.00090375,0.00000000,katz,0.00202042,0.00019732,0.00183402,0.00120442,0.00079446,0.00119784,0.31962900,0.16041342,698
gast,0.00112969,0.00000000,katz,0.00208037,0.00014533,0.00229253,0.00131520,0.00022873,0.00112494,0.31960200,0.16036347,699
cachelib,0.00112969,0.00000000,katz,0.00210774,0.00014949,0.00229253,0.00136578,0.00027400,0.00116076,0.31949100,0.16032588,700
makefun,0.00112969,0.00000000,katz,0.00209405,0.00026223,0.00229253,0.00134049,0.00150077,0.00164261,0.31878900,0.16021581,701
alibabacloud-credentials,0.00135563,0.00112969,katz,0.00228840,0.00014595,0.00275103,0.00169964,0.00023545,0.00137681,0.31877400,0.16007541,702
confection,0.00090375,0.00022594,katz,0.00199004,0.00014201,0.00183402,0.00114827,0.00019262,0.00093745,0.31914800,0.16004272,703
pydot,0.00112969,0.00022594,katz,0.00206668,0.00014164,0.00229253,0.00128991,0.00018861,0.00110004,0.31895100,0.16002552,704
diff-cover,0.00112969,0.00112969,katz,0.00209405,0.00014788,0.00229253,0.00134049,0.00025648,0.00114489,0.31878400,0.15996445,705
smdebug-rulesconfig,0.00112969,0.00000000,katz,0.00220425,0.00012966,0.00229253,0.00154412,0.00005822,0.00113686,0.31855800,0.15984743,706
locket,0.00112969,0.00000000,katz,0.00216947,0.00021711,0.00229253,0.00147985,0.00100972,0.00149497,0.31798900,0.15974198,707
wasabi,0.00090375,0.00000000,katz,0.00199004,0.00014201,0.00183402,0.00114827,0.00019262,0.00093745,0.31852000,0.15972872,708
jsii,0.00135563,0.00225938,katz,0.00228977,0.00018000,0.00275103,0.00170217,0.00060600,0.00152592,0.31790500,0.15971546,709
gcloud-aio-auth,0.00090375,0.00384094,katz,0.00194350,0.00014101,0.00183402,0.00106228,0.00018169,0.00090298,0.31846000,0.15968149,710
dictdiffer,0.00135563,0.00000000,katz,0.00226270,0.00019372,0.00275103,0.00165215,0.00075526,0.00156811,0.31760900,0.15958856,711
rfc3986,0.00090375,0.00000000,katz,0.00192981,0.00014484,0.00183402,0.00103698,0.00022343,0.00091082,0.31776900,0.15933991,712
opentelemetry-instrumentation-urllib3,0.00090375,0.00000000,katz,0.00195856,0.00013133,0.00183402,0.00109010,0.00007639,0.00087060,0.31771100,0.15929080,713
backports-asyncio-runner,0.00112969,0.00000000,katz,0.00212280,0.00015046,0.00229253,0.00139361,0.00028454,0.00117471,0.31653700,0.15885586,714
dbus-fast,0.00180750,0.00000000,katz,0.00290960,0.00023766,0.00366804,0.00284759,0.00123341,0.00240703,0.31474600,0.15857652,715
cssselect2,0.00090375,0.00045188,katz,0.00192981,0.00016058,0.00183402,0.00103698,0.00039472,0.00097934,0.31613800,0.15855867,716
incremental,0.00112969,0.00045188,katz,0.00212280,0.00015070,0.00229253,0.00139361,0.00028714,0.00117575,0.31586800,0.15852187,717
etils,0.00135563,0.00000000,katz,0.00224598,0.00015650,0.00275103,0.00162124,0.00035028,0.00139530,0.31559000,0.15849265,718
apispec,0.00112969,0.00022594,katz,0.00210911,0.00013687,0.00229253,0.00136831,0.00013668,0.00110671,0.31582700,0.15846686,719
livekit-api,0.00158156,0.00338906,katz,0.00240885,0.00013470,0.00320954,0.00192221,0.00011312,0.00152041,0.31524200,0.15838120,720
fakeredis,0.00090375,0.00000000,katz,0.00192981,0.00012798,0.00183402,0.00103698,0.00003993,0.00083742,0.31588000,0.15835871,721
coolname,0.00135563,0.00000000,katz,0.00220355,0.00012958,0.00275103,0.00154283,0.00005733,0.00125068,0.31525900,0.15825484,722
pyserial,0.00112969,0.00000000,katz,0.00206668,0.00014985,0.00229253,0.00128991,0.00027793,0.00113577,0.31509100,0.15811338,723
fasteners,0.00112969,0.00000000,katz,0.00206668,0.00015253,0.00229253,0.00128991,0.00030708,0.00114743,0.31415700,0.15765221,724
apache-tvm-ffi,0.00135563,0.00022594,katz,0.00225829,0.00017681,0.00275103,0.00164400,0.00057125,0.00149166,0.31343400,0.15746283,725
atpublic,0.00135563,0.00000000,katz,0.00223229,0.00024723,0.00275103,0.00159594,0.00133750,0.00178134,0.31309800,0.15743967,726
vcs-versioning,0.00067781,0.00067781,katz,0.00180663,0.00017154,0.00137552,0.00080935,0.00051390,0.00083271,0.31381300,0.15732286,727
pycountry,0.00090375,0.00000000,katz,0.00192981,0.00015702,0.00183402,0.00103698,0.00035598,0.00096384,0.31329800,0.15713092,728
rdflib,0.00112969,0.00045188,katz,0.00208037,0.00018227,0.00229253,0.00131520,0.00063070,0.00128573,0.31287600,0.15708087,729
livekit-blingfire,0.00158156,0.00000000,katz,0.00240885,0.00013470,0.00320954,0.00192221,0.00011312,0.00152041,0.31216500,0.15684270,730
crc32c,0.00090375,0.00000000,katz,0.00200386,0.00016439,0.00183402,0.00117382,0.00043609,0.00104378,0.31155100,0.15629739,731
openai-agents,0.00090375,0.00519657,katz,0.00192981,0.00013060,0.00183402,0.00103698,0.00006843,0.00084882,0.31155800,0.15620341,732
google-cloud-monitoring,0.00067781,0.00406688,katz,0.00182169,0.00013122,0.00137552,0.00083717,0.00007517,0.00066696,0.31150200,0.15608448,733
opentelemetry-instrumentation-logging,0.00090375,0.00000000,katz,0.00195856,0.00013133,0.00183402,0.00109010,0.00007639,0.00087060,0.31087000,0.15587030,734
jinja2-humanize-extension,0.00135563,0.00067781,katz,0.00220355,0.00012958,0.00275103,0.00154283,0.00005733,0.00125068,0.31025300,0.15575184,735
automat,0.00112969,0.00022594,katz,0.00212280,0.00015070,0.00229253,0.00139361,0.00028714,0.00117575,0.31032500,0.15575037,736
llama-cloud,0.00090375,0.00316313,katz,0.00195856,0.00013077,0.00183402,0.00109010,0.00007036,0.00086818,0.31061500,0.15574159,737
typer-slim,0.00090375,0.00180750,katz,0.00195856,0.00015337,0.00183402,0.00109010,0.00031622,0.00096653,0.31049100,0.15572876,738
nvidia-cuda-nvrtc-cu12,0.00090375,0.00000000,katz,0.00198730,0.00037956,0.00183402,0.00114321,0.00277741,0.00196959,0.30948300,0.15572630,739
constantly,0.00112969,0.00000000,katz,0.00212280,0.00015070,0.00229253,0.00139361,0.00028714,0.00117575,0.31016200,0.15566887,740
sqlalchemy-utils,0.00090375,0.00067781,katz,0.00197224,0.00012982,0.00183402,0.00111539,0.00006004,0.00087291,0.31030800,0.15559045,741
xlsxwriter,0.00067781,0.00000000,katz,0.00179295,0.00015338,0.00137552,0.00078406,0.00031633,0.00074483,0.31010800,0.15542642,742
openapi-schema-validator,0.00090375,0.00316313,katz,0.00197224,0.00013744,0.00183402,0.00111539,0.00014285,0.00090603,0.30994000,0.15542302,743
nvidia-nvjitlink-cu12,0.00090375,0.00000000,katz,0.00197224,0.00038755,0.00183402,0.00111539,0.00286429,0.00199461,0.30874900,0.15537180,744
lightning-utilities,0.00112969,0.00045188,katz,0.00220425,0.00016114,0.00229253,0.00154412,0.00040073,0.00127387,0.30932200,0.15529793,745
multipledispatch,0.00135563,0.00000000,katz,0.00242467,0.00034416,0.00275103,0.00195145,0.00239219,0.00232764,0.30775200,0.15503982,746
sshtunnel,0.00090375,0.00180750,katz,0.00192981,0.00013051,0.00183402,0.00103698,0.00006751,0.00084845,0.30908000,0.15496423,747
w3lib,0.00112969,0.00000000,katz,0.00214073,0.00018811,0.00229253,0.00142674,0.00069420,0.00135017,0.30849700,0.15492359,748
pydata-google-auth,0.00090375,0.00361500,katz,0.00195719,0.00013008,0.00183402,0.00108757,0.00006286,0.00086430,0.30878800,0.15482615,749
grpc-interceptor,0.00090375,0.00045188,katz,0.00195856,0.00015235,0.00183402,0.00109010,0.00030510,0.00096208,0.30832500,0.15464354,750
duckdb,0.00067781,0.00000000,katz,0.00179295,0.00014872,0.00137552,0.00078406,0.00026564,0.00072456,0.30813000,0.15442728,751
pydash,0.00112969,0.00022594,katz,0.00208037,0.00013559,0.00229253,0.00131520,0.00012275,0.00108255,0.30695600,0.15401928,752
cleo,0.00067781,0.00000000,katz,0.00180663,0.00013090,0.00137552,0.00080935,0.00007171,0.00065584,0.30731900,0.15398742,753
tensorboard,0.00090375,0.00271125,katz,0.00192981,0.00013338,0.00183402,0.00103698,0.00009877,0.00086096,0.30710900,0.15398498,754
flask-limiter,0.00090375,0.00338906,katz,0.00197224,0.00012982,0.00183402,0.00111539,0.00006004,0.00087291,0.30676500,0.15381895,755
packageurl-python,0.00090375,0.00000000,katz,0.00195719,0.00014843,0.00183402,0.00108757,0.00026251,0.00094416,0.30657500,0.15375958,756
tifffile,0.00090375,0.00022594,katz,0.00195719,0.00015504,0.00183402,0.00108757,0.00033437,0.00097290,0.30634000,0.15365645,757
accelerate,0.00090375,0.00610032,katz,0.00191613,0.00013374,0.00183402,0.00101169,0.00010261,0.00085364,0.30640500,0.15362932,758
pydantic-ai-slim,0.00045188,0.00451875,katz,0.00165608,0.00012912,0.00091701,0.00053114,0.00005235,0.00043609,0.30674000,0.15358805,759
py-serializable,0.00090375,0.00022594,katz,0.00195719,0.00014843,0.00183402,0.00108757,0.00026251,0.00094416,0.30592200,0.15343308,760
msoffcrypto-tool,0.00112969,0.00112969,katz,0.00216097,0.00016619,0.00229253,0.00146414,0.00045575,0.00126788,0.30491500,0.15309144,761
grpcio-tools,0.00045188,0.00090375,katz,0.00164240,0.00012993,0.00091701,0.00050585,0.00006112,0.00043075,0.30570600,0.15306837,762
pyproj,0.00090375,0.00022594,katz,0.00192981,0.00015194,0.00183402,0.00103698,0.00030064,0.00094171,0.30494200,0.15294185,763
pywin32,0.00067781,0.00000000,katz,0.00177926,0.00034737,0.00137552,0.00075877,0.00242706,0.00158027,0.30423100,0.15290564,764
xyzservices,0.00112969,0.00000000,katz,0.00214073,0.00015753,0.00229253,0.00142674,0.00036147,0.00121708,0.30445900,0.15283804,765
cookiecutter,0.00112969,0.00451875,katz,0.00214424,0.00013444,0.00229253,0.00143323,0.00011026,0.00111887,0.30414500,0.15263193,766
elastic-transport,0.00067781,0.00067781,katz,0.00180663,0.00016950,0.00137552,0.00080935,0.00049175,0.00082385,0.30430200,0.15256293,767
py,0.00067781,0.00000000,katz,0.00177926,0.00020649,0.00137552,0.00075877,0.00089418,0.00096712,0.30390500,0.15243606,768
python-socketio,0.00090375,0.00112969,katz,0.00191613,0.00014150,0.00183402,0.00101169,0.00018707,0.00088742,0.30391900,0.15240321,769
immutabledict,0.00090375,0.00000000,katz,0.00191613,0.00014846,0.00183402,0.00101169,0.00026280,0.00091772,0.30382000,0.15236886,770
livekit-agents,0.00135563,0.01558970,katz,0.00218986,0.00013306,0.00275103,0.00151754,0.00009528,0.00125701,0.30311900,0.15218800,771
jwcrypto,0.00090375,0.00090375,katz,0.00191613,0.00014478,0.00183402,0.00101169,0.00022277,0.00090171,0.30342800,0.15216485,772
alibabacloud-credentials-api,0.00158156,0.00000000,katz,0.00251724,0.00017076,0.00320954,0.00212253,0.00050541,0.00174743,0.30252400,0.15213572,773
flask-wtf,0.00090375,0.00225938,katz,0.00197224,0.00012982,0.00183402,0.00111539,0.00006004,0.00087291,0.30331800,0.15209545,774
tibs,0.00135563,0.00000000,katz,0.00232002,0.00023819,0.00275103,0.00175807,0.00123915,0.00179874,0.30214200,0.15197037,775
boltons,0.00090375,0.00000000,katz,0.00195856,0.00030032,0.00183402,0.00109010,0.00191518,0.00160611,0.30210600,0.15185606,776
logfire-api,0.00090375,0.00000000,katz,0.00200386,0.00014341,0.00183402,0.00117382,0.00020782,0.00095247,0.30243100,0.15169173,777
notebook,0.00067781,0.01965657,katz,0.00182169,0.00012738,0.00137552,0.00083717,0.00003345,0.00065027,0.30273000,0.15169014,778
preshed,0.00067781,0.00045188,katz,0.00183675,0.00013847,0.00137552,0.00086500,0.00015413,0.00070828,0.30262800,0.15166814,779
types-webencodings,0.00112969,0.00000000,katz,0.00212280,0.00045988,0.00229253,0.00139361,0.00365131,0.00252142,0.30062400,0.15157271,780
blis,0.00067781,0.00022594,katz,0.00183675,0.00013847,0.00137552,0.00086500,0.00015413,0.00070828,0.30164200,0.15117514,781
events,0.00067781,0.00000000,katz,0.00182169,0.00014253,0.00137552,0.00083717,0.00019830,0.00071621,0.30152100,0.15111861,782
pathvalidate,0.00090375,0.00000000,katz,0.00192981,0.00013681,0.00183402,0.00103698,0.00013604,0.00087586,0.30121400,0.15104493,783
openlineage-python,0.00090375,0.00361500,katz,0.00195719,0.00013643,0.00183402,0.00108757,0.00013189,0.00089191,0.30116200,0.15102695,784
requests-cache,0.00090375,0.00248531,katz,0.00192981,0.00013428,0.00183402,0.00103698,0.00010856,0.00086487,0.30068600,0.15077544,785
partd,0.00090375,0.00045188,katz,0.00197224,0.00015236,0.00183402,0.00111539,0.00030518,0.00097097,0.30033000,0.15065048,786
altair,0.00067781,0.00225938,katz,0.00179295,0.00013247,0.00137552,0.00078406,0.00008887,0.00065385,0.30052900,0.15059142,787
types-python-dateutil,0.00067781,0.00000000,katz,0.00179295,0.00013781,0.00137552,0.00078406,0.00014697,0.00067709,0.30029400,0.15048554,788
azure-storage-file-share,0.00090375,0.00000000,katz,0.00192981,0.00012879,0.00183402,0.00103698,0.00004881,0.00084097,0.30003200,0.15043649,789
bleak,0.00158156,0.00067781,katz,0.00264509,0.00018519,0.00320954,0.00235879,0.00066248,0.00189295,0.29883100,0.15036198,790
optuna,0.00090375,0.00271125,katz,0.00195856,0.00013995,0.00183402,0.00109010,0.00017025,0.00090814,0.29917500,0.15004157,791
pdfminer-six,0.00067781,0.00112969,katz,0.00177926,0.00014470,0.00137552,0.00075877,0.00022190,0.00069821,0.29906200,0.14988010,792
nvidia-nccl-cu12,0.00067781,0.00000000,katz,0.00179295,0.00016240,0.00137552,0.00078406,0.00041446,0.00078408,0.29881900,0.14980154,793
opentelemetry-resourcedetector-gcp,0.00090375,0.00000000,katz,0.00195856,0.00013544,0.00183402,0.00109010,0.00012116,0.00088850,0.29827100,0.14957975,794
openapi-spec-validator,0.00067781,0.00429282,katz,0.00179295,0.00013155,0.00137552,0.00078406,0.00007881,0.00064983,0.29844400,0.14954691,795
alibabacloud-gateway-spi,0.00135563,0.00000000,katz,0.00228840,0.00014595,0.00275103,0.00169964,0.00023545,0.00137681,0.29760200,0.14948941,796
unidiff,0.00067781,0.00000000,katz,0.00179295,0.00014200,0.00137552,0.00078406,0.00019252,0.00069531,0.29796800,0.14933165,797
google-cloud-appengine-logging,0.00067781,0.00406688,katz,0.00180663,0.00013318,0.00137552,0.00080935,0.00009652,0.00066576,0.29799500,0.14933038,798
flask-babel,0.00090375,0.00248531,katz,0.00197224,0.00012982,0.00183402,0.00111539,0.00006004,0.00087291,0.29762000,0.14924645,799
pooch,0.00090375,0.00158156,katz,0.00191613,0.00014078,0.00183402,0.00101169,0.00017919,0.00088427,0.29751400,0.14919914,800
types-s3transfer,0.00067781,0.00000000,katz,0.00177926,0.00014826,0.00137552,0.00075877,0.00026062,0.00071369,0.29767200,0.14919285,801
cohere,0.00067781,0.00745594,katz,0.00179295,0.00012738,0.00137552,0.00078406,0.00003340,0.00063166,0.29770500,0.14916833,802
dynaconf,0.00112969,0.00000000,katz,0.00214424,0.00013461,0.00229253,0.00143323,0.00011206,0.00111959,0.29719900,0.14915929,803
numexpr,0.00090375,0.00022594,katz,0.00191613,0.00014065,0.00183402,0.00101169,0.00017783,0.00088373,0.29727300,0.14907836,804
webob,0.00112969,0.00000000,katz,0.00210911,0.00018178,0.00229253,0.00136831,0.00062540,0.00130220,0.29668100,0.14899160,805
nh3,0.00067781,0.00000000,katz,0.00179295,0.00016473,0.00137552,0.00078406,0.00043987,0.00079425,0.29716900,0.14898162,806
genson,0.00090375,0.00000000,katz,0.00192981,0.00013753,0.00183402,0.00103698,0.00014383,0.00087898,0.29662600,0.14875249,807
pyodbc,0.00067781,0.00000000,katz,0.00177926,0.00023255,0.00137552,0.00075877,0.00117773,0.00108054,0.29635300,0.14871677,808
simpleeval,0.00090375,0.00000000,katz,0.00197224,0.00028703,0.00183402,0.00111539,0.00177051,0.00155710,0.29582400,0.14869055,809
flask-jwt-extended,0.00090375,0.00248531,katz,0.00197224,0.00012982,0.00183402,0.00111539,0.00006004,0.00087291,0.29572300,0.14829795,810
google-cloud-audit-log,0.00067781,0.00045188,katz,0.00180663,0.00013318,0.00137552,0.00080935,0.00009652,0.00066576,0.29584700,0.14825638,811
sqlalchemy-bigquery,0.00045188,0.00564844,katz,0.00165608,0.00012598,0.00091701,0.00053114,0.00001825,0.00042245,0.29604000,0.14823123,812
opentelemetry-instrumentation-psycopg2,0.00067781,0.00000000,katz,0.00182169,0.00013001,0.00137552,0.00083717,0.00006202,0.00066170,0.29530600,0.14798385,813
bitstring,0.00112969,0.00045188,katz,0.00210911,0.00016715,0.00229253,0.00136831,0.00046618,0.00123851,0.29470400,0.14797126,814
monotonic,0.00090375,0.00000000,katz,0.00191613,0.00014080,0.00183402,0.00101169,0.00017942,0.00088437,0.29504100,0.14796268,815
opentelemetry-instrumentation-dbapi,0.00067781,0.00000000,katz,0.00182169,0.00013001,0.00137552,0.00083717,0.00006202,0.00066170,0.29524500,0.14795335,816
freezegun,0.00067781,0.00045188,katz,0.00179295,0.00014430,0.00137552,0.00078406,0.00021751,0.00070531,0.29505800,0.14788165,817
snowflake-sqlalchemy,0.00045188,0.00225938,katz,0.00165608,0.00012627,0.00091701,0.00053114,0.00002131,0.00042368,0.29528100,0.14785234,818
opentelemetry-instrumentation-django,0.00067781,0.00000000,katz,0.00182169,0.00013001,0.00137552,0.00083717,0.00006202,0.00066170,0.29499600,0.14782885,819
azure-monitor-opentelemetry-exporter,0.00067781,0.00000000,katz,0.00182169,0.00013001,0.00137552,0.00083717,0.00006202,0.00066170,0.29493400,0.14779785,820
opentelemetry-instrumentation-wsgi,0.00067781,0.00000000,katz,0.00182169,0.00013001,0.00137552,0.00083717,0.00006202,0.00066170,0.29492600,0.14779385,821
pypika,0.00090375,0.00022594,katz,0.00194350,0.00012956,0.00183402,0.00106228,0.00005715,0.00085316,0.29473100,0.14779208,822
acme,0.00112969,0.00271125,katz,0.00210911,0.00013775,0.00229253,0.00136831,0.00014623,0.00111053,0.29421200,0.14766127,823
twisted,0.00090375,0.00225938,katz,0.00192981,0.00013889,0.00183402,0.00103698,0.00015868,0.00088492,0.29440200,0.14764346,824
opentelemetry-instrumentation-urllib,0.00067781,0.00000000,katz,0.00182169,0.00013001,0.00137552,0.00083717,0.00006202,0.00066170,0.29452900,0.14759535,825
shortuuid,0.00090375,0.00000000,katz,0.00195856,0.00013273,0.00183402,0.00109010,0.00009159,0.00087668,0.29414200,0.14750934,826
marshmallow-sqlalchemy,0.00090375,0.00112969,katz,0.00197224,0.00012982,0.00183402,0.00111539,0.00006004,0.00087291,0.29405300,0.14746295,827
opentelemetry-instrumentation-flask,0.00067781,0.00000000,katz,0.00182169,0.00013001,0.00137552,0.00083717,0.00006202,0.00066170,0.29426400,0.14746285,828
