package,in_degree_centrality,out_degree_centrality,structural_metric,structural,pagerank,in_degree_centrality_norm,structural_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
flask-marshmallow,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09233200,0.04616600,3872
hologram,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09230000,0.04615000,3873
dvc-s3,0.00000000,0.02462720,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09229500,0.04614750,3874
python-semantic-release,0.00000000,0.00677813,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09226200,0.04613100,3875
keyrings-codeartifact,0.00000000,0.00474469,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09221400,0.04610700,3876
pykakasi,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09219800,0.04609900,3877
pdbpp,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09217200,0.04608600,3878
azure-mgmt-relay,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09216800,0.04608400,3879
configcat-client,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09214400,0.04607200,3880
m3u8,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09194800,0.04597400,3881
coreapi,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09182100,0.04591050,3882
flask-sock,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09181100,0.04590550,3883
aiocsv,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09180500,0.04590250,3884
pyexcel-xls,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09178500,0.04589250,3885
mkdocs-glightbox,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09167200,0.04583600,3886
python-benedict,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09166500,0.04583250,3887
ldaptor,0.00000000,0.00474469,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09162300,0.04581150,3888
rope,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09162000,0.04581000,3889
bm25s,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09161600,0.04580800,3890
autogen-agentchat,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09160100,0.04580050,3891
praw,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09159100,0.04579550,3892
tuspy,0.00000000,0.00361500,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09158800,0.04579400,3893
fhir-resources,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09155000,0.04577500,3894
sqlacodegen,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09154200,0.04577100,3895
protoletariat,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09153800,0.04576900,3896
coredis,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09150900,0.04575450,3897
snapshottest,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09150700,0.04575350,3898
delta-sharing,0.00000000,0.00587438,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09144200,0.04572100,3899
jsonschema-spec,0.00000000,0.00225938,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09143200,0.04571600,3900
django-pydantic-field,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09140800,0.04570400,3901
python-liquid,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09139900,0.04569950,3902
sphinxcontrib-websupport,0.00000000,0.00497063,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09139000,0.04569500,3903
s3cmd,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09138600,0.04569300,3904
trio-typing,0.00000000,0.00293719,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09138200,0.04569100,3905
alpaca-trade-api,0.00000000,0.00564844,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09138200,0.04569100,3906
proxy-protocol,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09137200,0.04568600,3907
django-ses,0.00000000,0.00248531,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09136200,0.04568100,3908
analytics-python,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09135500,0.04567750,3909
ocspresponder,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09132100,0.04566050,3910
mkdocs-gen-files,0.00000000,0.00429282,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09127400,0.04563700,3911
evergreen-lint,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09126400,0.04563200,3912
tableauhyperapi,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09125700,0.04562850,3913
telnetlib3,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09124600,0.04562300,3914
pytest-flakefinder,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09123300,0.04561650,3915
ariadne-codegen,0.00000000,0.00361500,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09122500,0.04561250,3916
elementary-data,0.00000000,0.01897876,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09121200,0.04560600,3917
vobject,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09116100,0.04558050,3918
azure-mgmt-commerce,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09114800,0.04557400,3919
fastprogress,0.00000000,0.00655219,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09113300,0.04556650,3920
jinja2-time,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09112400,0.04556200,3921
interrogate,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09107800,0.04553900,3922
streamlit-aggrid,0.00000000,0.00994126,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09104800,0.04552400,3923
azure-mgmt-scheduler,0.00000000,0.00293719,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09100500,0.04550250,3924
pytest-assume,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09098100,0.04549050,3925
jupyter-server-ydoc,0.00000000,0.01333032,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09094900,0.04547450,3926
jupyter-kernel-gateway,0.00000000,0.01491188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09092600,0.04546300,3927
azure-mgmt-hanaonazure,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09092400,0.04546200,3928
azure-mgmt-powerbiembedded,0.00000000,0.00225938,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09092300,0.04546150,3929
azure-servicemanagement-legacy,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09089800,0.04544900,3930
azure-mgmt-managementpartner,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09088900,0.04544450,3931
mcp-atlassian,0.00000000,0.02711252,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09088200,0.04544100,3932
azure-mgmt-machinelearningcompute,0.00000000,0.00497063,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09087500,0.04543750,3933
django-waffle,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09085300,0.04542650,3934
azure-mgmt-devspaces,0.00000000,0.00451875,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09081700,0.04540850,3935
setuptools-golang,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09079100,0.04539550,3936
scenedetect,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09075800,0.04537900,3937
flask-mail,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09074100,0.04537050,3938
envyaml,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09073900,0.04536950,3939
azure-applicationinsights,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09070900,0.04535450,3940
adbc-driver-sqlite,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09063700,0.04531850,3941
pytest-durations,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09061500,0.04530750,3942
pretty-html-table,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09056100,0.04528050,3943
kestra,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09043000,0.04521500,3944
koalas,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09037500,0.04518750,3945
fredapi,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09037500,0.04518750,3946
pydantic-avro,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09037400,0.04518700,3947
hvplot,0.00000000,0.00768188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09037200,0.04518600,3948
portion,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09025300,0.04512650,3949
deepspeed,0.00000000,0.00338906,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09025000,0.04512500,3950
aiosmtpd,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09024500,0.04512250,3951
mailchimp-marketing,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09023500,0.04511750,3952
slackify-markdown,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09018100,0.04509050,3953
laspy,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09018100,0.04509050,3954
pywinauto,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09017300,0.04508650,3955
pymarkdownlnt,0.00000000,0.00248531,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09012300,0.04506150,3956
schwifty,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09012100,0.04506050,3957
nicegui,0.00000000,0.01152282,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09008800,0.04504400,3958
django-admin-inline-paginator,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09008600,0.04504300,3959
django-scim2,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09003000,0.04501500,3960
recommonmark,0.00000000,0.00519657,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09002800,0.04501400,3961
matrix-nio,0.00000000,0.00542250,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.09000300,0.04500150,3962
idf-component-manager,0.00000000,0.00497063,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08994900,0.04497450,3963
braintrust-langchain,0.00000000,0.01107094,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08992600,0.04496300,3964
sparkdantic,0.00000000,0.00225938,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08990300,0.04495150,3965
rapidocr-onnxruntime,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08987800,0.04493900,3966
pygerduty,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08979400,0.04489700,3967
inline-snapshot,0.00000000,0.00293719,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08979100,0.04489550,3968
sparqlwrapper,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08976100,0.04488050,3969
mercantile,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08974900,0.04487450,3970
stomp-py,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08973900,0.04486950,3971
jsonschema2md,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08970900,0.04485450,3972
aws-kinesis-agg,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08970500,0.04485250,3973
openhands-aci,0.00000000,0.01468595,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08969900,0.04484950,3974
sparse,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08968400,0.04484200,3975
office-word-mcp-server,0.00000000,0.01852689,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08967800,0.04483900,3976
html-text,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08966400,0.04483200,3977
esp-idf-kconfig,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08962500,0.04481250,3978
ruptures,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08962200,0.04481100,3979
jsonmerge,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08960400,0.04480200,3980
dspy-ai,0.00000000,0.01558970,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08953200,0.04476600,3981
pandas-flavor,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08952500,0.04476250,3982
asn1,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08948000,0.04474000,3983
django-rest-polymorphic,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08943700,0.04471850,3984
replicate,0.00000000,0.00293719,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08942700,0.04471350,3985
mkdocs-section-index,0.00000000,0.00429282,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08940100,0.04470050,3986
traittypes,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08939200,0.04469600,3987
sqlalchemy-json,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08937300,0.04468650,3988
workalendar,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08937200,0.04468600,3989
apache-airflow-providers-trino,0.00000000,0.03072752,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08936000,0.04468000,3990
onnxslim,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08935100,0.04467550,3991
esp-idf-size,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08934600,0.04467300,3992
pyhpke,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08934000,0.04467000,3993
setuptools-download,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08933100,0.04466550,3994
check-manifest,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08932900,0.04466450,3995
sanic-ext,0.00000000,0.00293719,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08932900,0.04466450,3996
fiddle,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08917900,0.04458950,3997
kopf,0.00000000,0.00384094,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08916800,0.04458400,3998
langchain-postgres,0.00000000,0.00835969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08916200,0.04458100,3999
viztracer,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08914800,0.04457400,4000
lintrunner-adapters,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08912500,0.04456250,4001
jmp,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08910400,0.04455200,4002
scikit-build,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08910200,0.04455100,4003
django-widget-tweaks,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08907100,0.04453550,4004
bedrock-agentcore-starter-toolkit,0.00000000,0.01423407,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08906900,0.04453450,4005
google-cloud-pipeline-components,0.00000000,0.01287845,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08906700,0.04453350,4006
github-copilot-sdk,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08905200,0.04452600,4007
reportportal-client,0.00000000,0.00338906,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08902400,0.04451200,4008
mailgun,0.00000000,0.00248531,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08902000,0.04451000,4009
watchdog-gevent,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08901600,0.04450800,4010
langchain-mistralai,0.00000000,0.00971532,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08898600,0.04449300,4011
django-mptt,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08898600,0.04449300,4012
loky,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08897100,0.04448550,4013
excel-mcp-server,0.00000000,0.01988251,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08896000,0.04448000,4014
asyncache,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08895500,0.04447750,4015
plotly-express,0.00000000,0.00225938,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08894000,0.04447000,4016
requests-pkcs12,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08891000,0.04445500,4017
docker-compose,0.00000000,0.00587438,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08889900,0.04444950,4018
chargebee,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08888300,0.04444150,4019
lap,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08888100,0.04444050,4020
hera,0.00000000,0.00225938,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08887100,0.04443550,4021
alembic-utils,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08883900,0.04441950,4022
evidently,0.00000000,0.01694532,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08883600,0.04441800,4023
django-safedelete,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08882900,0.04441450,4024
pgeocode,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08871200,0.04435600,4025
unittest2,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08870500,0.04435250,4026
ruamel-yaml-jinja2,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08863900,0.04431950,4027
docformatter,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08862600,0.04431300,4028
clize,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08862000,0.04431000,4029
mcp-server-git,0.00000000,0.00745594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08860600,0.04430300,4030
warcio,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08860200,0.04430100,4031
tableau-api-lib,0.00000000,0.00384094,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08859000,0.04429500,4032
google-cloud-scheduler,0.00000000,0.00406688,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08858100,0.04429050,4033
runpod,0.00000000,0.01988251,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08858100,0.04429050,4034
types-authlib,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08857700,0.04428850,4035
purecloudplatformclientv2,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08856000,0.04428000,4036
artifacts-keyring,0.00000000,0.00429282,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08855600,0.04427800,4037
esp-coredump,0.00000000,0.00451875,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08854700,0.04427350,4038
imagecodecs,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08852600,0.04426300,4039
sktime,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08848000,0.04424000,4040
docxcompose,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08846700,0.04423350,4041
snowflake-ml-python,0.00000000,0.01626751,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08845700,0.04422850,4042
cartopy,0.00000000,0.00338906,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08843000,0.04421500,4043
qdldl,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08839400,0.04419700,4044
ansiwrap,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08839200,0.04419600,4045
webtest,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08838800,0.04419400,4046
django-auditlog,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08836200,0.04418100,4047
collate-sqllineage,0.00000000,0.00542250,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08835700,0.04417850,4048
fluent-runtime,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08835600,0.04417800,4049
types-docker,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08835000,0.04417500,4050
livekit-plugins-elevenlabs,0.00000000,0.01581563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08833900,0.04416950,4051
selinux,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08830700,0.04415350,4052
avalara,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08829900,0.04414950,4053
pytrends,0.00000000,0.00225938,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08827500,0.04413750,4054
pystan,0.00000000,0.00429282,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08823500,0.04411750,4055
python-lsp-server,0.00000000,0.00384094,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08819900,0.04409950,4056
sqlalchemy-cockroachdb,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08818600,0.04409300,4057
python-logging-loki,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08818000,0.04409000,4058
py-order-utils,0.00000000,0.00677813,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08812800,0.04406400,4059
coveralls,0.00000000,0.00338906,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08811700,0.04405850,4060
