package,in_degree_centrality,out_degree_centrality,betweenness,pagerank,in_degree_centrality_norm,betweenness_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
markupsafe,0.08563037,0.00000000,0.00000000,0.00516499,0.17377350,0.00000000,0.05484685,0.06538212,0.79729293,0.44894040,28
protobuf,0.07591505,0.00000000,0.00000000,0.00484734,0.15405777,0.00000000,0.05139060,0.05907068,0.78960853,0.44024325,29
importlib-metadata,0.08246724,0.00022594,0.00000000,0.00315595,0.16735442,0.00000000,0.03298686,0.05503335,0.78922644,0.43694656,30
httpx,0.08111161,0.00022594,0.00000000,0.00147839,0.16460339,0.00000000,0.01473356,0.04704427,0.79411499,0.43324540,31
httpcore,0.08111161,0.00045188,0.00000000,0.00147839,0.16460339,0.00000000,0.01473356,0.04704427,0.79367041,0.43302310,32
jinja2,0.07840036,0.00022594,0.00000000,0.00213057,0.15910133,0.00000000,0.02182984,0.04850727,0.78663300,0.43062978,33
tomli,0.07207411,0.00000000,0.00000000,0.00462582,0.14626318,0.00000000,0.04898025,0.05615789,0.76795554,0.42717615,34
mdurl,0.06507004,0.00000000,0.00000000,0.00338521,0.13204952,0.00000000,0.03548132,0.04720491,0.76562289,0.41912291,35
markdown-it-py,0.06484410,0.00022594,0.00000000,0.00182984,0.13159101,0.00000000,0.01855758,0.04032078,0.76744204,0.41473701,36
rich,0.06258473,0.00067781,0.00000000,0.00125591,0.12700596,0.00000000,0.01231278,0.03667660,0.76437043,0.41039799,37
tqdm,0.05625847,0.00000000,0.00000000,0.00182411,0.11416781,0.00000000,0.01849528,0.03594007,0.75048808,0.40289025,38
jsonschema,0.04473565,0.00112969,0.00000036,0.00064358,0.09078404,0.05825243,0.00565011,0.04534441,0.72930489,0.39953276,39
multidict,0.04857659,0.00022594,0.00000000,0.00123033,0.09857863,0.00000000,0.01203444,0.02945843,0.74009127,0.39270597,40
typer,0.03637596,0.00158156,0.00000056,0.00050710,0.07381935,0.09153953,0.00416508,0.05215970,0.70325064,0.39174817,41
propcache,0.04676909,0.00000000,0.00000000,0.00118578,0.09491059,0.00000000,0.01154976,0.02834755,0.73660281,0.39010721,42
grpcio,0.04812472,0.00022594,0.00000000,0.00148509,0.09766162,0.00000000,0.01480642,0.03033798,0.73223389,0.38945385,43
yarl,0.04631722,0.00090375,0.00000000,0.00094850,0.09399358,0.00000000,0.00896793,0.02708557,0.73630564,0.38898787,44
async-timeout,0.05173972,0.00000000,0.00000000,0.00190211,0.10499771,0.00000000,0.01934401,0.03398703,0.72469408,0.38849091,45
fsspec,0.04473565,0.00000000,0.00000000,0.00086750,0.09078404,0.00000000,0.00808656,0.02593064,0.73654384,0.38821857,46
referencing,0.04541347,0.00067781,0.00000005,0.00095424,0.09215956,0.00832178,0.00903032,0.02956464,0.72915584,0.38731995,47
rpds-py,0.04563940,0.00000000,0.00000000,0.00122460,0.09261807,0.00000000,0.01197216,0.02794338,0.73093639,0.38696310,48
frozenlist,0.04338003,0.00000000,0.00000000,0.00121847,0.08803301,0.00000000,0.01190542,0.02677042,0.72784929,0.38451728,49
googleapis-common-protos,0.04428378,0.00022594,0.00000000,0.00114811,0.08986703,0.00000000,0.01113979,0.02692267,0.72662433,0.38402192,50
wrapt,0.04270221,0.00000000,0.00000000,0.00212344,0.08665750,0.00000000,0.02175227,0.03036528,0.72096152,0.38383867,51
pyjwt,0.04270221,0.00022594,0.00000000,0.00084763,0.08665750,0.00000000,0.00787038,0.02481253,0.72769208,0.38293260,52
jsonschema-specifications,0.04450972,0.00090375,0.00000000,0.00073932,0.09032554,0.00000000,0.00669188,0.02525814,0.72699597,0.38292732,53
platformdirs,0.04066878,0.00000000,0.00000000,0.00145942,0.08253095,0.00000000,0.01452711,0.02644358,0.72486528,0.38277386,54
aiohappyeyeballs,0.04315409,0.00000000,0.00000000,0.00086101,0.08757451,0.00000000,0.00801594,0.02510000,0.72689593,0.38275566,55
aiosignal,0.04315409,0.00045188,0.00000000,0.00085506,0.08757451,0.00000000,0.00795121,0.02507411,0.72667619,0.38262587,56
python-dotenv,0.04270221,0.00000000,0.00000000,0.00071155,0.08665750,0.00000000,0.00638970,0.02422026,0.72777870,0.38252032,57
marshmallow,0.01220063,0.00045188,0.00000200,0.00051501,0.02475928,0.32621359,0.00425122,0.12206507,0.57529403,0.38154322,58
pandas,0.03976502,0.00067781,0.00000000,0.00128779,0.08069693,0.00000000,0.01265964,0.02523809,0.72354096,0.38118439,59
opentelemetry-api,0.04338003,0.00067781,0.00000000,0.00133025,0.08803301,0.00000000,0.01312170,0.02725693,0.72004203,0.38098789,60
annotated-doc,0.04292815,0.00000000,0.00000000,0.00067342,0.08711600,0.00000000,0.00597476,0.02416891,0.72435911,0.38077102,61
pyasn1,0.03795752,0.00000000,0.00000000,0.00249154,0.07702889,0.00000000,0.02575744,0.02956020,0.71344569,0.37946146,62
pluggy,0.03592408,0.00000000,0.00000000,0.00139568,0.07290234,0.00000000,0.01383361,0.02375903,0.72175930,0.37915583,63
setuptools,0.03072752,0.00000000,0.00000000,0.00213867,0.06235672,0.00000000,0.02191794,0.02435636,0.71165879,0.37456505,64
sqlparse,0.04157253,0.00000000,0.00000000,0.00317874,0.08436497,0.00000000,0.03323482,0.03438517,0.69385688,0.37337857,65
greenlet,0.03750565,0.00000000,0.00000000,0.00153036,0.07611188,0.00000000,0.01529902,0.02514758,0.70782942,0.37325900,66
opentelemetry-semantic-conventions,0.03682784,0.00000000,0.00000000,0.00109513,0.07473636,0.00000000,0.01056337,0.02290944,0.70525027,0.37024778,67
pytz,0.03502033,0.00000000,0.00000000,0.00131780,0.07106832,0.00000000,0.01298621,0.02296156,0.70462717,0.36997632,68
tenacity,0.03750565,0.00000000,0.00000000,0.00052893,0.07611188,0.00000000,0.00440263,0.02078902,0.70756676,0.36977493,69
shellingham,0.03773159,0.00000000,0.00000000,0.00057909,0.07657038,0.00000000,0.00494845,0.02112198,0.70619255,0.36934395,70
tzdata,0.03524627,0.00000000,0.00000000,0.00101578,0.07152682,0.00000000,0.00970000,0.02176171,0.70494081,0.36921018,71
opentelemetry-sdk,0.03592408,0.00112969,0.00000000,0.00090885,0.07290234,0.00000000,0.00853643,0.02164016,0.70490942,0.36910098,72
pyasn1-modules,0.03547221,0.00022594,0.00000000,0.00106699,0.07198533,0.00000000,0.01025713,0.02209918,0.70331139,0.36865507,73
isodate,0.03818346,0.00000000,0.00000000,0.00166994,0.07748739,0.00000000,0.01681783,0.02609898,0.69449237,0.36732232,74
pillow,0.03366471,0.00000000,0.00000000,0.00148447,0.06831729,0.00000000,0.01479971,0.02299920,0.69888761,0.36713550,75
sniffio,0.03502033,0.00000000,0.00000000,0.00084268,0.07106832,0.00000000,0.00781648,0.02089367,0.70147822,0.36681117,76
psutil,0.03411658,0.00000000,0.00000000,0.00119773,0.06923430,0.00000000,0.01167972,0.02198046,0.69463549,0.36422579,77
sqlalchemy,0.03434252,0.00045188,0.00000000,0.00089757,0.06969280,0.00000000,0.00841380,0.02078872,0.69634571,0.36416418,78
scipy,0.03140533,0.00022594,0.00000000,0.00221435,0.06373223,0.00000000,0.02274142,0.02502963,0.68817374,0.36334043,79
azure-core,0.03434252,0.00135563,0.00000000,0.00163540,0.06969280,0.00000000,0.01644194,0.02399998,0.68427411,0.36059858,80
asgiref,0.03456846,0.00022594,0.00000000,0.00307581,0.07015131,0.00000000,0.03211481,0.03038375,0.67410425,0.36042424,81
starlette,0.03050158,0.00090375,0.00000000,0.00052654,0.06189821,0.00000000,0.00437661,0.01722520,0.69276394,0.35963212,82
filelock,0.02937189,0.00000000,0.00000000,0.00070278,0.05960569,0.00000000,0.00629422,0.01741911,0.69111566,0.35895714,83
regex,0.03004971,0.00000000,0.00000000,0.00134357,0.06098120,0.00000000,0.01326662,0.02055195,0.68195953,0.35678896,84
pathspec,0.02779033,0.00000000,0.00000000,0.00092387,0.05639615,0.00000000,0.00869990,0.01757900,0.68557802,0.35631132,85
uvicorn,0.02733845,0.00067781,0.00000000,0.00033700,0.05547914,0.00000000,0.00231425,0.01479548,0.68160660,0.35218444,86
pyparsing,0.02711252,0.00000000,0.00000000,0.00143633,0.05502063,0.00000000,0.01427587,0.01946551,0.67339655,0.35167174,87
websockets,0.02733845,0.00000000,0.00000000,0.00043910,0.05547914,0.00000000,0.00342518,0.01523985,0.67678162,0.35011378,88
jmespath,0.02259376,0.00000000,0.00000000,0.00082769,0.04585053,0.00000000,0.00765337,0.01452398,0.66506932,0.34370695,89
pydantic-settings,0.02507908,0.00135563,0.00000000,0.00029900,0.05089409,0.00000000,0.00190076,0.01348382,0.66551269,0.34312852,90
cachetools,0.01558970,0.00000000,0.00000000,0.00064557,0.03163686,0.00000000,0.00567179,0.01017793,0.66923786,0.34244811,91
more-itertools,0.02394939,0.00000000,0.00000000,0.00089718,0.04860156,0.00000000,0.00840946,0.01551417,0.66019271,0.34203033,92
colorama,0.02281970,0.00000000,0.00000000,0.00104808,0.04630903,0.00000000,0.01005140,0.01559782,0.65927284,0.34163474,93
google-api-core,0.02259376,0.00338906,0.00000001,0.00060749,0.04585053,0.00138696,0.00525747,0.01405106,0.66067397,0.34114549,94
boto3,0.01581563,0.00000000,0.00000000,0.00045599,0.03209537,0.00000000,0.00360896,0.00946743,0.66647934,0.34052231,95
distro,0.02327158,0.00000000,0.00000000,0.00067032,0.04722604,0.00000000,0.00594107,0.01418294,0.65683864,0.33932927,96
iniconfig,0.01943064,0.00000000,0.00000000,0.00105164,0.03943145,0.00000000,0.01009015,0.01389392,0.65711474,0.33924500,97
grpcio-status,0.01897876,0.00090375,0.00000000,0.00054624,0.03851444,0.00000000,0.00459095,0.01146499,0.66064043,0.33913944,98
pytest,0.01920470,0.00158156,0.00000000,0.00093776,0.03897295,0.00000000,0.00885108,0.01328367,0.65688491,0.33866066,99
wcwidth,0.02169001,0.00000000,0.00000000,0.00210918,0.04401651,0.00000000,0.02159706,0.01964295,0.64564477,0.33793235,100
tabulate,0.02485314,0.00000000,0.00000000,0.00043258,0.05043558,0.00000000,0.00335424,0.01395059,0.65394055,0.33770150,101
proto-plus,0.02304564,0.00022594,0.00000000,0.00064463,0.04676754,0.00000000,0.00566153,0.01395650,0.65316966,0.33732059,102
oauthlib,0.02214189,0.00000000,0.00000000,0.00081802,0.04493352,0.00000000,0.00754818,0.01425265,0.65242231,0.33717473,103
botocore,0.01739720,0.00000000,0.00000000,0.00060279,0.03530491,0.00000000,0.00520626,0.01090873,0.65708980,0.33693623,104
opentelemetry-proto,0.02259376,0.00022594,0.00000000,0.00042001,0.04585053,0.00000000,0.00321749,0.01274963,0.65366344,0.33663913,105
itsdangerous,0.02372345,0.00000000,0.00000000,0.00054988,0.04814305,0.00000000,0.00463057,0.01388799,0.64726289,0.33431451,106
babel,0.02485314,0.00000000,0.00000000,0.00058116,0.05043558,0.00000000,0.00497095,0.01459727,0.64297961,0.33271848,107
fastapi,0.01965657,0.00225938,0.00000000,0.00026964,0.03988996,0.00000000,0.00158133,0.01060502,0.64826905,0.33229224,108
requests-oauthlib,0.01988251,0.00135563,0.00000000,0.00067199,0.04034846,0.00000000,0.00595921,0.01247080,0.64448924,0.33183754,109
python-multipart,0.02033439,0.00000000,0.00000000,0.00025989,0.04126547,0.00000000,0.00147522,0.01090646,0.64642061,0.33159989,110
orjson,0.02169001,0.00000000,0.00000000,0.00051035,0.04401651,0.00000000,0.00420051,0.01268433,0.63777862,0.32864649,111
dnspython,0.01920470,0.00000000,0.00000000,0.00091336,0.03897295,0.00000000,0.00858555,0.01317746,0.63407951,0.32717626,112
s3transfer,0.01581563,0.00112969,0.00000000,0.00045599,0.03209537,0.00000000,0.00360896,0.00946743,0.63844059,0.32650293,113
joblib,0.02010845,0.00000000,0.00000000,0.00077913,0.04080697,0.00000000,0.00712505,0.01305176,0.63057708,0.32532836,114
deprecated,0.02056033,0.00022594,0.00000000,0.00048377,0.04172398,0.00000000,0.00391128,0.01199551,0.63145389,0.32495426,115
mako,0.02078626,0.00022594,0.00000000,0.00035459,0.04218249,0.00000000,0.00250569,0.01154790,0.63163629,0.32470115,116
spacy,0.00045188,0.00745594,0.00000449,0.00018335,0.00091701,0.73231623,0.00064246,0.25679692,0.25376062,0.32441640,117
requests-toolbelt,0.01852689,0.00112969,0.00000000,0.00045597,0.03759743,0.00000000,0.00360882,0.01084289,0.63194435,0.32431285,118
lxml,0.01649345,0.00000000,0.00000000,0.00158216,0.03347088,0.00000000,0.01586264,0.01471278,0.62475953,0.32369728,119
django,0.02259376,0.00067781,0.00000000,0.00230995,0.04585053,0.00000000,0.02378168,0.02097530,0.61380224,0.32303597,120
alembic,0.01965657,0.00135563,0.00000000,0.00028757,0.03988996,0.00000000,0.00177639,0.01068305,0.62766873,0.32205209,121
opentelemetry-exporter-otlp-proto-common,0.01830095,0.00045188,0.00000000,0.00027248,0.03713893,0.00000000,0.00161229,0.00992965,0.62763984,0.32145811,122
watchfiles,0.01717126,0.00090375,0.00000000,0.00021958,0.03484640,0.00000000,0.00103670,0.00912628,0.62834825,0.32119434,123
pyarrow,0.01626751,0.00000000,0.00000000,0.00063764,0.03301238,0.00000000,0.00558553,0.01048731,0.62570783,0.32092107,124
networkx,0.01717126,0.00000000,0.00000000,0.00048370,0.03484640,0.00000000,0.00391051,0.01027580,0.62070332,0.31825612,125
opentelemetry-exporter-otlp-proto-http,0.01604157,0.00338906,0.00000000,0.00022053,0.03255387,0.00000000,0.00104694,0.00855725,0.61981488,0.31648993,126
werkzeug,0.01581563,0.00022594,0.00000000,0.00060429,0.03209537,0.00000000,0.00522263,0.01011289,0.61263894,0.31409862,127
huggingface-hub,0.01468595,0.00497063,0.00000008,0.00027663,0.02980284,0.01331484,0.00165743,0.01277388,0.60795495,0.31380353,128
dill,0.01626751,0.00000000,0.00000000,0.00055352,0.03301238,0.00000000,0.00467017,0.01012116,0.61050220,0.31303661,129
msgpack,0.01468595,0.00000000,0.00000000,0.00076142,0.02980284,0.00000000,0.00693232,0.01022364,0.60897912,0.31235390,130
zstandard,0.01649345,0.00000000,0.00000000,0.00052496,0.03347088,0.00000000,0.00435938,0.01011147,0.60892546,0.31224079,131
soupsieve,0.01378220,0.00000000,0.00000000,0.00066727,0.02796882,0.00000000,0.00590791,0.00935537,0.60787934,0.31113611,132
text-unidecode,0.01852689,0.00000000,0.00000000,0.00053521,0.03759743,0.00000000,0.00447093,0.01118773,0.60471882,0.31096536,133
opentelemetry-exporter-otlp-proto-grpc,0.01513782,0.00248531,0.00000000,0.00021386,0.03071985,0.00000000,0.00097437,0.00806971,0.60929692,0.31085593,134
jsonpointer,0.01536376,0.00000000,0.00000000,0.00050651,0.03117836,0.00000000,0.00415869,0.00945807,0.60508536,0.30981812,135
uvloop,0.01513782,0.00000000,0.00000000,0.00023970,0.03071985,0.00000000,0.00125559,0.00818220,0.60670918,0.30964859,136
beautifulsoup4,0.01355626,0.00045188,0.00000000,0.00046826,0.02751032,0.00000000,0.00374246,0.00837456,0.60575270,0.30931832,137
python-slugify,0.01784907,0.00022594,0.00000000,0.00028294,0.03622192,0.00000000,0.00172607,0.00974591,0.60125907,0.30812638,138
azure-mgmt-core,0.01943064,0.00158156,0.00000000,0.00094637,0.03943145,0.00000000,0.00894469,0.01343574,0.59554185,0.30810611,139
hf-xet,0.01491188,0.00000000,0.00000000,0.00028732,0.03026135,0.00000000,0.00177372,0.00827483,0.60329058,0.30801054,140
jiter,0.01355626,0.00000000,0.00000000,0.00025177,0.02751032,0.00000000,0.00138691,0.00743235,0.60272622,0.30708030,141
httptools,0.01423407,0.00000000,0.00000000,0.00021919,0.02888583,0.00000000,0.00103244,0.00763443,0.60122912,0.30648720,142
email-validator,0.01446001,0.00045188,0.00000000,0.00021004,0.02934434,0.00000000,0.00093288,0.00770924,0.60029787,0.30607912,143
docstring-parser,0.01378220,0.00000000,0.00000000,0.00029949,0.02796882,0.00000000,0.00190611,0.00775465,0.59818813,0.30505918,144
fonttools,0.01378220,0.00000000,0.00000000,0.00046707,0.02796882,0.00000000,0.00372955,0.00848403,0.59704014,0.30504624,145
blinker,0.01400813,0.00000000,0.00000000,0.00051382,0.02842733,0.00000000,0.00423824,0.00880213,0.59373201,0.30363687,146
tomlkit,0.01242657,0.00000000,0.00000000,0.00040544,0.02521779,0.00000000,0.00305895,0.00752803,0.59481743,0.30319951,147
openai,0.01242657,0.00361500,0.00000000,0.00022607,0.02521779,0.00000000,0.00110728,0.00674736,0.59576421,0.30307238,148
xxhash,0.01400813,0.00000000,0.00000000,0.00029323,0.02842733,0.00000000,0.00183797,0.00784202,0.59277540,0.30242002,149
torch,0.01468595,0.00000000,0.00000000,0.00132729,0.02980284,0.00000000,0.01308942,0.01268648,0.58431062,0.30191414,150
termcolor,0.01446001,0.00000000,0.00000000,0.00068008,0.02934434,0.00000000,0.00604726,0.00975499,0.58797457,0.30149112,151
prompt-toolkit,0.01287845,0.00022594,0.00000000,0.00044568,0.02613480,0.00000000,0.00349686,0.00793244,0.58952622,0.30086499,152
contourpy,0.01310438,0.00022594,0.00000000,0.00039666,0.02659331,0.00000000,0.00296339,0.00783368,0.58886420,0.30045801,153
fastmcp,0.00203344,0.01626751,0.00000230,0.00013397,0.00412655,0.37447989,0.00010509,0.13214164,0.39648627,0.29989055,154
threadpoolctl,0.01287845,0.00000000,0.00000000,0.00060217,0.02613480,0.00000000,0.00519955,0.00861352,0.58627782,0.29976470,155
structlog,0.01468595,0.00022594,0.00000000,0.00026008,0.02980284,0.00000000,0.00147734,0.00804165,0.58617202,0.29927189,156
docutils,0.01197469,0.00000000,0.00000000,0.00049974,0.02430078,0.00000000,0.00408506,0.00770922,0.58607989,0.29897011,157
aiosqlite,0.01581563,0.00000000,0.00000000,0.00021428,0.03209537,0.00000000,0.00097903,0.00841545,0.58496382,0.29895534,158
flask,0.01242657,0.00180750,0.00000000,0.00044737,0.02521779,0.00000000,0.00351518,0.00771052,0.58482967,0.29834601,159
cloudpickle,0.01287845,0.00000000,0.00000000,0.00050346,0.02613480,0.00000000,0.00412553,0.00818391,0.58400332,0.29829698,160
kiwisolver,0.01242657,0.00000000,0.00000000,0.00038668,0.02521779,0.00000000,0.00285487,0.00744640,0.58458199,0.29801899,161
matplotlib,0.01220063,0.00225938,0.00000000,0.00035639,0.02475928,0.00000000,0.00252525,0.00719992,0.58428248,0.29767964,162
opentelemetry-instrumentation,0.01152282,0.00000000,0.00000000,0.00052038,0.02338377,0.00000000,0.00430965,0.00756980,0.58344165,0.29754375,163
azure-common,0.01468595,0.00000000,0.00000000,0.00068452,0.02980284,0.00000000,0.00609563,0.00988896,0.57951539,0.29736459,164
scikit-learn,0.01197469,0.00090375,0.00000000,0.00048528,0.02430078,0.00000000,0.00392768,0.00764627,0.58214559,0.29695454,165
cycler,0.01242657,0.00000000,0.00000000,0.00038668,0.02521779,0.00000000,0.00285487,0.00744640,0.58146403,0.29646001,166
tzlocal,0.01197469,0.00000000,0.00000000,0.00066294,0.02430078,0.00000000,0.00586080,0.00841951,0.57852423,0.29573866,167
jsonpatch,0.01265251,0.00022594,0.00000000,0.00026214,0.02567630,0.00000000,0.00149979,0.00701899,0.57962367,0.29521106,168
decorator,0.01107094,0.00000000,0.00000000,0.00076679,0.02246676,0.00000000,0.00699079,0.00841301,0.57742573,0.29518441,169
mypy-extensions,0.01084501,0.00000000,0.00000000,0.00052127,0.02200825,0.00000000,0.00431927,0.00722977,0.57856520,0.29484396,170
opentelemetry-exporter-otlp,0.01220063,0.00406688,0.00000000,0.00017677,0.02475928,0.00000000,0.00057085,0.00641816,0.57927340,0.29457375,171
nest-asyncio,0.01265251,0.00000000,0.00000000,0.00023975,0.02567630,0.00000000,0.00125614,0.00692153,0.57564639,0.29314745,172
ruamel-yaml,0.01061907,0.00000000,0.00000000,0.00059319,0.02154975,0.00000000,0.00510179,0.00742815,0.57329974,0.29236383,173
hyperframe,0.01129688,0.00000000,0.00000000,0.00052570,0.02292526,0.00000000,0.00436752,0.00747832,0.57226995,0.29188753,174
hpack,0.01129688,0.00000000,0.00000000,0.00052570,0.02292526,0.00000000,0.00436752,0.00747832,0.57223216,0.29186864,175
sortedcontainers,0.01016719,0.00000000,0.00000000,0.00063989,0.02063274,0.00000000,0.00560992,0.00740215,0.57222087,0.29180440,176
tiktoken,0.01107094,0.00135563,0.00000000,0.00021621,0.02246676,0.00000000,0.00099994,0.00601666,0.57211410,0.29068525,177
argcomplete,0.01310438,0.00000000,0.00000000,0.00025791,0.02659331,0.00000000,0.00145365,0.00722979,0.57001909,0.29057092,178
h2,0.01107094,0.00045188,0.00000000,0.00036891,0.02246676,0.00000000,0.00266150,0.00668129,0.57049508,0.29038699,179
pendulum,0.01242657,0.00067781,0.00000005,0.00019967,0.02521779,0.00832178,0.00082005,0.00954509,0.56489427,0.28978951,180
colorlog,0.01287845,0.00000000,0.00000000,0.00025542,0.02613480,0.00000000,0.00142659,0.00710434,0.56598514,0.28845744,181
smmap,0.00971532,0.00000000,0.00000000,0.00051419,0.01971573,0.00000000,0.00424226,0.00662584,0.56545672,0.28782516,182
uc-micro-py,0.01174876,0.00000000,0.00000000,0.00037739,0.02384227,0.00000000,0.00275379,0.00706209,0.56466685,0.28776580,183
httpx-sse,0.01016719,0.00000000,0.00000000,0.00020845,0.02063274,0.00000000,0.00091554,0.00552440,0.56656003,0.28752956,184
tokenizers,0.00971532,0.00519657,0.00000008,0.00021406,0.01971573,0.01331484,0.00097654,0.00997974,0.55938939,0.28737142,185
defusedxml,0.00994126,0.00000000,0.00000000,0.00064147,0.02017423,0.00000000,0.00562714,0.00729441,0.56251483,0.28686850,186
aiofiles,0.01061907,0.00000000,0.00000000,0.00036526,0.02154975,0.00000000,0.00262182,0.00643616,0.56319296,0.28654738,187
linkify-it-py,0.01152282,0.00022594,0.00000000,0.00020400,0.02338377,0.00000000,0.00086708,0.00619277,0.56348781,0.28650758,188
traitlets,0.01016719,0.00000000,0.00000000,0.00065897,0.02063274,0.00000000,0.00581756,0.00748521,0.56005349,0.28578460,189
markdown,0.01084501,0.00000000,0.00000000,0.00061007,0.02200825,0.00000000,0.00528547,0.00761625,0.55918787,0.28545259,190
msrest,0.01129688,0.00225938,0.00000000,0.00046998,0.02292526,0.00000000,0.00376116,0.00723578,0.55898292,0.28505745,191
